score	tokens	count	sequence
6.643856189774724	4	10	[';', 'printf', '(', '"Enter %d integers\\n"']
6.129283016944966	2	70	[')', ';']
6.034514778397423	3	14	[';', 'printf', '(']
5.265131460488539	3	10	['printf', '(', '"Enter %d integers\\n"']
4.584962500721156	2	24	['(', ')']
4.321928094887363	2	20	['printf', '(']
4.169925001442312	2	18	[';', '}']
4.087462841250339	2	17	[')', '{']
3.807354922057604	2	14	[';', 'printf']
3.321928094887362	2	10	['(', '"Enter %d integers\\n"']
